,PLAYER_AGE,GP,GS,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TOV,PF,PTS
7656,26.0,78.0,78.0,2500.0,416.0,869.0,0.479,60.0,184.0,0.326,91.0,121.0,0.752,141.0,392.0,533.0,66.0,38.0,148.0,108.0,211.0,983.0
7657,27.0,56.0,56.0,1710.0,343.0,703.0,0.488,83.0,214.0,0.38799999999999996,77.0,91.0,0.846,100.0,282.0,382.0,60.0,34.0,91.0,66.0,139.0,846.0
7658,27.0,23.0,23.0,712.0,128.0,279.0,0.45899999999999996,41.0,103.0,0.39799999999999996,30.0,34.0,0.882,29.0,127.0,156.0,15.0,7.0,33.0,39.0,76.0,327.0
7659,27.0,79.0,79.0,2422.0,471.0,982.0,0.48,124.0,317.0,0.391,107.0,125.0,0.856,129.0,409.0,538.0,75.0,41.0,124.0,105.0,215.0,1173.0
7660,28.0,76.0,76.0,2093.0,379.0,784.0,0.483,107.0,297.0,0.36,94.0,118.0,0.797,78.0,400.0,478.0,62.0,29.0,99.0,90.0,209.0,959.0
7661,29.0,74.0,51.0,2010.0,464.0,877.0,0.529,49.0,169.0,0.29,135.0,177.0,0.763,156.0,445.0,601.0,99.0,29.0,103.0,114.0,211.0,1112.0
7662,30.0,50.0,27.0,1377.0,323.0,623.0,0.518,66.0,166.0,0.39799999999999996,89.0,119.0,0.748,104.0,310.0,414.0,73.0,24.0,42.0,100.0,138.0,801.0
7748,38.0,40.0,40.0,894.0,67.0,161.0,0.41600000000000004,0.0,0.0,0.0,18.0,38.0,0.474,105.0,249.0,354.0,75.0,33.0,56.0,47.0,88.0,152.0
7750,38.0,59.0,53.0,1351.0,128.0,287.0,0.446,2.0,5.0,0.4,29.0,64.0,0.45299999999999996,157.0,373.0,530.0,107.0,50.0,85.0,57.0,126.0,287.0
7833,31.0,65.0,65.0,2430.0,459.0,917.0,0.501,7.0,27.0,0.259,204.0,261.0,0.782,183.0,495.0,678.0,237.0,37.0,88.0,142.0,127.0,1129.0
7834,32.0,49.0,42.0,1655.0,270.0,579.0,0.466,8.0,28.0,0.28600000000000003,125.0,178.0,0.7020000000000001,111.0,310.0,421.0,200.0,24.0,61.0,104.0,93.0,673.0
7835,33.0,60.0,60.0,1884.0,425.0,885.0,0.48,4.0,14.0,0.28600000000000003,187.0,254.0,0.736,124.0,456.0,580.0,201.0,27.0,92.0,141.0,124.0,1041.0
7836,34.0,78.0,78.0,2681.0,570.0,1153.0,0.494,12.0,26.0,0.462,294.0,366.0,0.8029999999999999,220.0,699.0,919.0,210.0,25.0,147.0,158.0,147.0,1446.0
7837,35.0,72.0,72.0,2291.0,467.0,995.0,0.469,24.0,69.0,0.348,229.0,289.0,0.792,155.0,638.0,793.0,294.0,42.0,146.0,164.0,148.0,1187.0
7838,36.0,64.0,39.0,1627.0,303.0,604.0,0.502,56.0,104.0,0.5379999999999999,130.0,184.0,0.7070000000000001,107.0,394.0,501.0,150.0,24.0,70.0,81.0,110.0,792.0
7839,37.0,77.0,63.0,1812.0,287.0,627.0,0.45799999999999996,43.0,120.0,0.358,158.0,209.0,0.7559999999999999,129.0,490.0,619.0,238.0,24.0,79.0,108.0,121.0,775.0
7950,30.0,37.0,28.0,1018.0,116.0,283.0,0.41,23.0,86.0,0.267,17.0,27.0,0.63,47.0,148.0,195.0,158.0,20.0,19.0,84.0,71.0,272.0
7952,30.0,57.0,35.0,1425.0,156.0,351.0,0.444,31.0,99.0,0.313,22.0,35.0,0.629,70.0,210.0,280.0,205.0,34.0,25.0,112.0,125.0,365.0
7953,31.0,75.0,20.0,1709.0,179.0,332.0,0.539,30.0,78.0,0.385,47.0,65.0,0.723,66.0,188.0,254.0,180.0,52.0,27.0,84.0,143.0,435.0
7954,32.0,79.0,24.0,1974.0,302.0,580.0,0.521,45.0,112.0,0.402,68.0,92.0,0.7390000000000001,74.0,252.0,326.0,222.0,44.0,32.0,121.0,140.0,717.0
7957,35.0,73.0,33.0,1283.0,146.0,327.0,0.446,20.0,81.0,0.247,26.0,35.0,0.743,46.0,112.0,158.0,170.0,18.0,9.0,87.0,83.0,338.0
7960,22.0,78.0,72.0,2278.0,275.0,598.0,0.46,62.0,188.0,0.33,75.0,115.0,0.652,47.0,257.0,304.0,223.0,81.0,16.0,109.0,162.0,687.0
7961,23.0,78.0,78.0,2752.0,427.0,870.0,0.491,86.0,244.0,0.35200000000000004,140.0,197.0,0.711,95.0,463.0,558.0,359.0,54.0,7.0,210.0,195.0,1080.0
7962,24.0,61.0,25.0,1573.0,207.0,550.0,0.376,18.0,105.0,0.171,69.0,110.0,0.627,39.0,238.0,277.0,240.0,38.0,8.0,128.0,134.0,501.0
7992,26.0,78.0,28.0,1854.0,261.0,576.0,0.45299999999999996,91.0,256.0,0.355,87.0,106.0,0.821,50.0,163.0,213.0,68.0,34.0,9.0,78.0,104.0,700.0
7993,27.0,79.0,39.0,2115.0,324.0,749.0,0.433,129.0,338.0,0.382,110.0,132.0,0.833,36.0,219.0,255.0,99.0,29.0,5.0,115.0,119.0,887.0
7994,28.0,55.0,54.0,1482.0,269.0,611.0,0.44,99.0,277.0,0.35700000000000004,146.0,167.0,0.8740000000000001,23.0,174.0,197.0,90.0,24.0,3.0,93.0,99.0,783.0
7996,28.0,81.0,54.0,2083.0,376.0,845.0,0.445,144.0,392.0,0.36700000000000005,217.0,243.0,0.893,37.0,240.0,277.0,111.0,34.0,7.0,131.0,146.0,1113.0
7997,29.0,80.0,80.0,2465.0,404.0,852.0,0.474,155.0,386.0,0.402,178.0,205.0,0.868,30.0,240.0,270.0,119.0,55.0,8.0,106.0,129.0,1141.0
7998,30.0,81.0,81.0,2573.0,522.0,1051.0,0.49700000000000005,164.0,386.0,0.425,246.0,305.0,0.807,33.0,300.0,333.0,161.0,69.0,1.0,134.0,138.0,1454.0
7999,31.0,63.0,63.0,2083.0,418.0,935.0,0.447,189.0,457.0,0.414,250.0,277.0,0.903,39.0,220.0,259.0,131.0,34.0,7.0,159.0,110.0,1275.0
8006,22.0,50.0,21.0,1064.0,155.0,374.0,0.414,62.0,170.0,0.365,61.0,80.0,0.763,9.0,108.0,117.0,83.0,30.0,12.0,45.0,119.0,433.0
8007,23.0,79.0,79.0,2541.0,408.0,972.0,0.42,161.0,449.0,0.359,172.0,200.0,0.86,38.0,229.0,267.0,213.0,73.0,16.0,125.0,202.0,1149.0
8008,24.0,59.0,55.0,1593.0,272.0,666.0,0.408,114.0,307.0,0.371,90.0,115.0,0.7829999999999999,16.0,186.0,202.0,96.0,38.0,11.0,65.0,132.0,748.0
8011,25.0,60.0,23.0,1616.0,322.0,751.0,0.429,127.0,333.0,0.381,111.0,129.0,0.86,22.0,143.0,165.0,95.0,45.0,12.0,70.0,105.0,882.0
8012,26.0,45.0,45.0,1234.0,194.0,454.0,0.42700000000000005,55.0,152.0,0.36200000000000004,104.0,114.0,0.912,18.0,94.0,112.0,92.0,38.0,5.0,36.0,101.0,547.0
8014,26.0,72.0,49.0,1893.0,292.0,671.0,0.435,84.0,236.0,0.35600000000000004,137.0,155.0,0.884,25.0,132.0,157.0,126.0,59.0,12.0,55.0,146.0,805.0
8015,27.0,21.0,21.0,619.0,87.0,172.0,0.506,35.0,71.0,0.493,21.0,27.0,0.778,10.0,62.0,72.0,32.0,17.0,4.0,19.0,46.0,230.0
8043,21.0,75.0,71.0,2311.0,302.0,653.0,0.462,0.0,0.0,0.0,140.0,230.0,0.609,185.0,426.0,611.0,128.0,133.0,142.0,146.0,208.0,744.0
8044,22.0,67.0,62.0,1965.0,306.0,587.0,0.521,1.0,2.0,0.5,134.0,227.0,0.59,154.0,388.0,542.0,122.0,118.0,100.0,158.0,192.0,747.0
8047,23.0,51.0,19.0,1047.0,184.0,309.0,0.595,0.0,1.0,0.0,77.0,111.0,0.6940000000000001,93.0,201.0,294.0,50.0,65.0,50.0,51.0,126.0,445.0
8069,23.0,81.0,36.0,2129.0,381.0,927.0,0.41100000000000003,106.0,341.0,0.311,172.0,220.0,0.782,112.0,401.0,513.0,182.0,57.0,30.0,183.0,162.0,1040.0
8070,24.0,78.0,73.0,2310.0,403.0,890.0,0.45299999999999996,157.0,399.0,0.39299999999999996,178.0,207.0,0.86,154.0,366.0,520.0,202.0,51.0,20.0,148.0,160.0,1141.0
8072,25.0,68.0,28.0,1627.0,256.0,564.0,0.45399999999999996,97.0,253.0,0.38299999999999995,105.0,120.0,0.875,105.0,266.0,371.0,101.0,41.0,6.0,72.0,143.0,714.0
8073,25.0,81.0,41.0,2022.0,304.0,696.0,0.43700000000000006,118.0,323.0,0.365,132.0,150.0,0.88,126.0,331.0,457.0,127.0,45.0,9.0,97.0,182.0,858.0
8074,26.0,58.0,50.0,1441.0,217.0,470.0,0.462,73.0,214.0,0.341,79.0,95.0,0.8320000000000001,89.0,256.0,345.0,109.0,34.0,15.0,72.0,132.0,586.0
8145,32.0,43.0,18.0,991.0,144.0,361.0,0.39899999999999997,9.0,37.0,0.243,75.0,97.0,0.773,39.0,119.0,158.0,50.0,32.0,10.0,53.0,91.0,372.0
8225,21.0,29.0,21.0,637.0,65.0,157.0,0.414,22.0,73.0,0.301,28.0,36.0,0.778,15.0,39.0,54.0,21.0,23.0,2.0,15.0,78.0,180.0
8251,19.0,58.0,56.0,1515.0,298.0,589.0,0.506,51.0,142.0,0.359,151.0,197.0,0.7659999999999999,73.0,199.0,272.0,64.0,52.0,82.0,98.0,220.0,798.0
8252,20.0,54.0,54.0,1512.0,328.0,701.0,0.46799999999999997,135.0,340.0,0.397,123.0,166.0,0.741,53.0,201.0,254.0,76.0,36.0,87.0,94.0,219.0,914.0
8254,23.0,82.0,37.0,2158.0,258.0,427.0,0.604,0.0,2.0,0.0,170.0,273.0,0.623,265.0,510.0,775.0,109.0,64.0,189.0,111.0,175.0,686.0
8255,24.0,61.0,60.0,1932.0,198.0,354.0,0.5589999999999999,0.0,0.0,0.0,161.0,283.0,0.569,208.0,460.0,668.0,91.0,45.0,135.0,114.0,163.0,557.0
8256,25.0,81.0,81.0,2744.0,413.0,625.0,0.6609999999999999,0.0,1.0,0.0,311.0,476.0,0.653,314.0,721.0,1035.0,97.0,49.0,214.0,147.0,246.0,1137.0
8257,26.0,56.0,56.0,1816.0,276.0,444.0,0.622,0.0,0.0,0.0,204.0,299.0,0.682,165.0,436.0,601.0,80.0,44.0,129.0,107.0,153.0,756.0
8258,27.0,81.0,80.0,2577.0,476.0,712.0,0.669,0.0,0.0,0.0,332.0,522.0,0.636,309.0,732.0,1041.0,161.0,66.0,187.0,130.0,231.0,1284.0
8259,27.0,62.0,62.0,2142.0,353.0,506.0,0.698,0.0,0.0,0.0,228.0,367.0,0.621,211.0,639.0,850.0,93.0,47.0,124.0,120.0,196.0,934.0
8283,20.0,27.0,20.0,974.0,180.0,397.0,0.45299999999999996,27.0,87.0,0.31,80.0,111.0,0.721,56.0,174.0,230.0,56.0,24.0,37.0,48.0,89.0,467.0
8284,20.0,55.0,34.0,1299.0,233.0,512.0,0.455,34.0,108.0,0.315,103.0,137.0,0.752,73.0,214.0,287.0,69.0,32.0,44.0,66.0,120.0,603.0
8285,21.0,61.0,36.0,1850.0,332.0,716.0,0.46399999999999997,32.0,126.0,0.254,197.0,244.0,0.807,88.0,336.0,424.0,82.0,41.0,24.0,78.0,143.0,893.0
8286,22.0,68.0,63.0,2369.0,442.0,949.0,0.466,87.0,239.0,0.364,193.0,245.0,0.7879999999999999,73.0,357.0,430.0,124.0,69.0,36.0,115.0,134.0,1164.0
8287,23.0,49.0,49.0,1610.0,251.0,541.0,0.46399999999999997,47.0,151.0,0.311,120.0,153.0,0.784,71.0,271.0,342.0,99.0,47.0,28.0,78.0,91.0,669.0
8288,23.0,27.0,25.0,903.0,166.0,348.0,0.47700000000000004,33.0,88.0,0.375,82.0,90.0,0.9109999999999999,25.0,143.0,168.0,70.0,18.0,12.0,30.0,62.0,447.0
8289,23.0,76.0,74.0,2513.0,417.0,889.0,0.469,80.0,239.0,0.335,202.0,243.0,0.831,96.0,414.0,510.0,169.0,65.0,40.0,108.0,153.0,1116.0
8290,24.0,82.0,48.0,2566.0,511.0,1063.0,0.48100000000000004,109.0,314.0,0.34700000000000003,190.0,226.0,0.841,63.0,353.0,416.0,142.0,60.0,39.0,96.0,133.0,1321.0
8291,25.0,48.0,48.0,1563.0,320.0,709.0,0.451,113.0,276.0,0.409,115.0,136.0,0.846,36.0,208.0,244.0,94.0,34.0,15.0,51.0,91.0,868.0
8292,25.0,32.0,32.0,1105.0,242.0,512.0,0.473,70.0,169.0,0.414,64.0,80.0,0.8,22.0,171.0,193.0,98.0,37.0,20.0,54.0,73.0,618.0
8293,25.0,80.0,80.0,2668.0,562.0,1221.0,0.46,183.0,445.0,0.41100000000000003,179.0,216.0,0.8290000000000001,58.0,379.0,437.0,192.0,71.0,35.0,105.0,164.0,1486.0
8294,26.0,55.0,55.0,1904.0,424.0,855.0,0.496,112.0,258.0,0.434,192.0,219.0,0.877,37.0,395.0,432.0,150.0,40.0,24.0,109.0,123.0,1152.0
8295,26.0,27.0,27.0,944.0,187.0,399.0,0.469,44.0,135.0,0.326,74.0,88.0,0.841,32.0,181.0,213.0,79.0,11.0,13.0,42.0,61.0,492.0
8296,26.0,82.0,82.0,2848.0,611.0,1254.0,0.48700000000000004,156.0,393.0,0.397,266.0,307.0,0.866,69.0,576.0,645.0,229.0,51.0,37.0,151.0,184.0,1644.0
8297,27.0,65.0,65.0,2244.0,494.0,1046.0,0.47200000000000003,117.0,323.0,0.36200000000000004,154.0,191.0,0.8059999999999999,54.0,386.0,440.0,205.0,49.0,35.0,97.0,148.0,1259.0
8305,25.0,66.0,38.0,1522.0,211.0,477.0,0.442,102.0,234.0,0.436,79.0,100.0,0.79,54.0,174.0,228.0,86.0,58.0,46.0,67.0,107.0,603.0
8306,26.0,80.0,80.0,2201.0,297.0,663.0,0.44799999999999995,177.0,413.0,0.429,67.0,79.0,0.848,36.0,208.0,244.0,141.0,92.0,54.0,94.0,124.0,838.0
8307,27.0,68.0,59.0,1651.0,218.0,505.0,0.43200000000000005,132.0,318.0,0.415,50.0,63.0,0.794,25.0,204.0,229.0,104.0,65.0,61.0,76.0,107.0,618.0
8308,28.0,81.0,80.0,2312.0,322.0,738.0,0.436,191.0,457.0,0.418,111.0,127.0,0.8740000000000001,54.0,289.0,343.0,158.0,101.0,87.0,93.0,163.0,946.0
8309,29.0,79.0,79.0,2062.0,211.0,561.0,0.376,116.0,349.0,0.332,34.0,46.0,0.7390000000000001,48.0,255.0,303.0,141.0,79.0,64.0,75.0,141.0,572.0
8310,30.0,68.0,68.0,1807.0,176.0,449.0,0.392,118.0,311.0,0.379,27.0,32.0,0.8440000000000001,31.0,193.0,224.0,124.0,70.0,57.0,76.0,120.0,497.0
8311,31.0,70.0,60.0,1791.0,217.0,561.0,0.387,116.0,320.0,0.363,50.0,65.0,0.769,41.0,208.0,249.0,110.0,63.0,80.0,74.0,122.0,600.0
8312,32.0,80.0,80.0,2215.0,293.0,630.0,0.465,198.0,435.0,0.455,37.0,44.0,0.841,60.0,257.0,317.0,126.0,73.0,53.0,75.0,171.0,821.0
8313,32.0,61.0,61.0,1529.0,178.0,425.0,0.419,113.0,299.0,0.37799999999999995,32.0,44.0,0.727,44.0,162.0,206.0,86.0,76.0,29.0,54.0,129.0,501.0
8314,20.0,76.0,59.0,1974.0,260.0,564.0,0.461,32.0,117.0,0.27399999999999997,73.0,128.0,0.57,122.0,213.0,335.0,50.0,88.0,62.0,69.0,144.0,625.0
8315,21.0,80.0,41.0,1950.0,224.0,483.0,0.46399999999999997,59.0,154.0,0.38299999999999995,85.0,143.0,0.594,69.0,195.0,264.0,80.0,97.0,50.0,86.0,140.0,592.0
8318,24.0,77.0,69.0,2223.0,314.0,624.0,0.503,68.0,194.0,0.35100000000000003,77.0,124.0,0.621,125.0,216.0,341.0,88.0,85.0,70.0,86.0,214.0,773.0
8319,25.0,59.0,37.0,1264.0,147.0,297.0,0.495,49.0,118.0,0.415,42.0,59.0,0.7120000000000001,46.0,116.0,162.0,53.0,48.0,43.0,40.0,103.0,385.0
8320,26.0,60.0,53.0,1415.0,189.0,388.0,0.48700000000000004,33.0,120.0,0.275,49.0,73.0,0.6709999999999999,77.0,192.0,269.0,74.0,67.0,53.0,45.0,163.0,460.0
8321,27.0,50.0,38.0,1141.0,112.0,217.0,0.516,27.0,73.0,0.37,24.0,42.0,0.5710000000000001,47.0,153.0,200.0,48.0,49.0,30.0,46.0,120.0,275.0
8323,27.0,62.0,48.0,1427.0,142.0,283.0,0.502,34.0,98.0,0.34700000000000003,39.0,66.0,0.591,55.0,185.0,240.0,68.0,58.0,33.0,53.0,148.0,357.0
8385,25.0,35.0,21.0,715.0,64.0,191.0,0.335,38.0,128.0,0.297,18.0,22.0,0.818,23.0,84.0,107.0,34.0,13.0,7.0,17.0,68.0,184.0
8386,26.0,33.0,20.0,663.0,62.0,175.0,0.354,20.0,83.0,0.24100000000000002,27.0,37.0,0.73,29.0,71.0,100.0,30.0,17.0,2.0,19.0,66.0,171.0
8388,26.0,55.0,20.0,929.0,87.0,242.0,0.36,33.0,120.0,0.275,36.0,56.0,0.643,51.0,99.0,150.0,45.0,24.0,6.0,29.0,102.0,243.0
8399,23.0,66.0,66.0,2392.0,561.0,1022.0,0.5489999999999999,2.0,16.0,0.125,244.0,468.0,0.521,218.0,499.0,717.0,210.0,54.0,48.0,150.0,216.0,1368.0
8400,24.0,80.0,80.0,2598.0,577.0,1072.0,0.5379999999999999,5.0,28.0,0.179,281.0,426.0,0.66,186.0,476.0,662.0,299.0,97.0,50.0,185.0,231.0,1440.0
8401,25.0,80.0,80.0,2863.0,718.0,1359.0,0.528,12.0,44.0,0.273,482.0,674.0,0.715,192.0,565.0,757.0,309.0,92.0,51.0,224.0,265.0,1930.0
8402,26.0,67.0,67.0,2356.0,574.0,1144.0,0.502,10.0,25.0,0.4,311.0,427.0,0.728,126.0,382.0,508.0,354.0,63.0,35.0,152.0,196.0,1469.0
8403,27.0,35.0,35.0,1170.0,301.0,603.0,0.499,6.0,18.0,0.33299999999999996,141.0,194.0,0.727,51.0,243.0,294.0,170.0,28.0,17.0,83.0,95.0,749.0
8404,28.0,61.0,61.0,2076.0,479.0,971.0,0.493,38.0,113.0,0.336,320.0,421.0,0.76,112.0,385.0,497.0,300.0,57.0,22.0,142.0,157.0,1316.0
8405,29.0,33.0,33.0,1139.0,255.0,578.0,0.441,64.0,187.0,0.342,172.0,219.0,0.785,46.0,216.0,262.0,179.0,29.0,9.0,99.0,78.0,746.0
8406,29.0,25.0,25.0,831.0,181.0,418.0,0.433,47.0,135.0,0.348,87.0,111.0,0.784,27.0,139.0,166.0,155.0,11.0,9.0,66.0,61.0,496.0
8407,29.0,58.0,58.0,1970.0,436.0,996.0,0.43799999999999994,111.0,322.0,0.345,259.0,330.0,0.785,73.0,355.0,428.0,334.0,40.0,18.0,165.0,139.0,1242.0
8408,30.0,75.0,75.0,2622.0,619.0,1341.0,0.462,189.0,522.0,0.36200000000000004,414.0,550.0,0.753,100.0,465.0,565.0,402.0,52.0,28.0,253.0,199.0,1841.0
8409,31.0,18.0,18.0,512.0,88.0,250.0,0.35200000000000004,27.0,111.0,0.243,76.0,98.0,0.7759999999999999,17.0,67.0,84.0,59.0,7.0,7.0,40.0,27.0,279.0
8416,29.0,64.0,59.0,1669.0,255.0,613.0,0.41600000000000004,91.0,263.0,0.34600000000000003,73.0,82.0,0.89,71.0,308.0,379.0,88.0,42.0,70.0,63.0,176.0,674.0
8417,31.0,82.0,82.0,2312.0,336.0,778.0,0.43200000000000005,160.0,432.0,0.37,78.0,95.0,0.821,73.0,343.0,416.0,98.0,60.0,63.0,89.0,245.0,910.0
8418,32.0,75.0,51.0,1870.0,191.0,487.0,0.392,136.0,346.0,0.39299999999999996,31.0,35.0,0.8859999999999999,27.0,266.0,293.0,94.0,47.0,39.0,78.0,191.0,549.0
8419,33.0,44.0,29.0,754.0,81.0,186.0,0.435,48.0,121.0,0.397,19.0,21.0,0.905,23.0,118.0,141.0,45.0,21.0,20.0,30.0,71.0,229.0
8421,33.0,70.0,32.0,1199.0,152.0,347.0,0.43799999999999994,91.0,235.0,0.387,30.0,35.0,0.857,35.0,199.0,234.0,71.0,29.0,28.0,43.0,127.0,425.0
8687,22.0,74.0,56.0,1449.0,125.0,314.0,0.39799999999999996,24.0,93.0,0.258,45.0,60.0,0.75,48.0,137.0,185.0,91.0,40.0,36.0,46.0,178.0,319.0
8688,23.0,58.0,43.0,1634.0,198.0,447.0,0.44299999999999995,33.0,96.0,0.344,88.0,119.0,0.7390000000000001,61.0,213.0,274.0,230.0,63.0,29.0,100.0,162.0,517.0
8739,23.0,77.0,55.0,2033.0,245.0,559.0,0.43799999999999994,0.0,4.0,0.0,120.0,157.0,0.764,159.0,279.0,438.0,96.0,35.0,70.0,95.0,251.0,610.0
8741,25.0,82.0,59.0,1731.0,340.0,619.0,0.5489999999999999,0.0,0.0,0.0,153.0,186.0,0.823,146.0,319.0,465.0,113.0,18.0,52.0,76.0,205.0,833.0
8744,28.0,42.0,33.0,703.0,125.0,229.0,0.546,10.0,26.0,0.385,40.0,60.0,0.667,63.0,131.0,194.0,28.0,8.0,21.0,35.0,78.0,300.0
8746,28.0,66.0,34.0,1108.0,187.0,334.0,0.56,10.0,28.0,0.35700000000000004,57.0,79.0,0.722,110.0,195.0,305.0,47.0,15.0,35.0,47.0,126.0,441.0
8767,32.0,63.0,63.0,2087.0,336.0,798.0,0.42100000000000004,37.0,104.0,0.35600000000000004,89.0,115.0,0.774,72.0,209.0,281.0,153.0,27.0,32.0,74.0,77.0,798.0
8768,33.0,45.0,45.0,1457.0,215.0,484.0,0.444,23.0,53.0,0.434,74.0,93.0,0.7959999999999999,43.0,166.0,209.0,111.0,21.0,13.0,54.0,45.0,527.0
8769,33.0,37.0,36.0,1174.0,144.0,336.0,0.429,15.0,41.0,0.366,22.0,37.0,0.595,29.0,126.0,155.0,85.0,27.0,12.0,35.0,41.0,325.0
8770,33.0,82.0,81.0,2632.0,359.0,820.0,0.43799999999999994,38.0,94.0,0.40399999999999997,96.0,130.0,0.738,72.0,292.0,364.0,196.0,48.0,25.0,89.0,86.0,852.0
8771,34.0,76.0,76.0,1948.0,200.0,492.0,0.40700000000000003,20.0,69.0,0.29,34.0,60.0,0.5670000000000001,32.0,202.0,234.0,119.0,39.0,19.0,41.0,63.0,454.0
8776,36.0,77.0,44.0,1462.0,102.0,229.0,0.445,4.0,23.0,0.174,13.0,19.0,0.684,32.0,115.0,147.0,74.0,36.0,13.0,27.0,62.0,221.0
8777,19.0,77.0,23.0,1897.0,173.0,418.0,0.414,41.0,118.0,0.34700000000000003,138.0,202.0,0.6829999999999999,78.0,261.0,339.0,150.0,60.0,61.0,122.0,173.0,525.0
8778,20.0,81.0,71.0,2541.0,383.0,780.0,0.491,7.0,44.0,0.159,257.0,347.0,0.741,100.0,442.0,542.0,207.0,73.0,85.0,173.0,254.0,1030.0
8779,21.0,80.0,79.0,2823.0,513.0,1013.0,0.506,28.0,109.0,0.257,296.0,409.0,0.7240000000000001,113.0,499.0,612.0,345.0,94.0,113.0,208.0,258.0,1350.0
8780,22.0,80.0,80.0,2845.0,656.0,1259.0,0.521,49.0,180.0,0.272,471.0,612.0,0.77,142.0,558.0,700.0,434.0,131.0,151.0,234.0,246.0,1832.0
8781,23.0,75.0,75.0,2756.0,742.0,1402.0,0.529,43.0,140.0,0.307,487.0,641.0,0.76,156.0,597.0,753.0,361.0,109.0,106.0,223.0,231.0,2014.0
8782,24.0,72.0,72.0,2358.0,721.0,1247.0,0.578,52.0,203.0,0.256,500.0,686.0,0.7290000000000001,159.0,739.0,898.0,424.0,92.0,110.0,268.0,232.0,1994.0
8783,25.0,57.0,57.0,1763.0,623.0,1139.0,0.547,83.0,271.0,0.306,361.0,570.0,0.633,130.0,653.0,783.0,329.0,59.0,58.0,209.0,173.0,1690.0
8829,28.0,60.0,56.0,1906.0,261.0,642.0,0.40700000000000003,62.0,203.0,0.305,100.0,124.0,0.8059999999999999,27.0,122.0,149.0,390.0,78.0,10.0,170.0,122.0,684.0
8830,29.0,68.0,68.0,2313.0,377.0,882.0,0.42700000000000005,93.0,258.0,0.36,101.0,128.0,0.789,51.0,143.0,194.0,372.0,94.0,14.0,155.0,130.0,948.0
8831,30.0,65.0,65.0,2017.0,240.0,608.0,0.395,62.0,195.0,0.318,88.0,122.0,0.721,54.0,143.0,197.0,365.0,78.0,27.0,129.0,157.0,630.0
8833,32.0,80.0,31.0,2192.0,277.0,682.0,0.406,60.0,213.0,0.282,149.0,176.0,0.847,36.0,222.0,258.0,284.0,68.0,15.0,121.0,141.0,763.0
8849,31.0,60.0,60.0,2127.0,423.0,931.0,0.45399999999999996,125.0,322.0,0.38799999999999996,158.0,186.0,0.8490000000000001,53.0,168.0,221.0,232.0,48.0,13.0,116.0,75.0,1129.0
8850,32.0,72.0,72.0,2642.0,445.0,1052.0,0.423,148.0,395.0,0.375,132.0,161.0,0.82,53.0,165.0,218.0,253.0,49.0,14.0,123.0,99.0,1170.0
8851,33.0,79.0,79.0,2575.0,462.0,1018.0,0.45399999999999996,162.0,404.0,0.401,159.0,195.0,0.815,48.0,222.0,270.0,216.0,47.0,10.0,120.0,129.0,1245.0
8852,34.0,80.0,80.0,2791.0,446.0,1025.0,0.435,121.0,337.0,0.359,141.0,176.0,0.8009999999999999,53.0,331.0,384.0,292.0,59.0,14.0,137.0,120.0,1154.0
8853,35.0,57.0,57.0,1934.0,247.0,608.0,0.406,85.0,229.0,0.371,92.0,108.0,0.852,34.0,190.0,224.0,232.0,40.0,2.0,116.0,100.0,671.0
8854,35.0,24.0,24.0,769.0,130.0,251.0,0.518,35.0,84.0,0.41700000000000004,26.0,34.0,0.765,15.0,53.0,68.0,86.0,21.0,2.0,43.0,46.0,321.0
8855,35.0,81.0,81.0,2703.0,377.0,859.0,0.439,120.0,313.0,0.38299999999999995,118.0,142.0,0.831,49.0,243.0,292.0,318.0,61.0,4.0,159.0,146.0,992.0
8963,28.0,42.0,42.0,914.0,67.0,155.0,0.43200000000000005,31.0,71.0,0.43700000000000006,38.0,43.0,0.884,21.0,107.0,128.0,47.0,37.0,17.0,40.0,78.0,203.0
8964,29.0,81.0,81.0,2229.0,224.0,466.0,0.48100000000000004,108.0,258.0,0.419,57.0,69.0,0.826,58.0,259.0,317.0,125.0,103.0,44.0,64.0,177.0,613.0
8965,30.0,61.0,61.0,1584.0,141.0,340.0,0.415,48.0,152.0,0.316,53.0,69.0,0.768,50.0,170.0,220.0,94.0,79.0,17.0,55.0,90.0,383.0
8968,33.0,62.0,42.0,1596.0,174.0,395.0,0.441,41.0,120.0,0.342,55.0,75.0,0.733,54.0,216.0,270.0,107.0,96.0,31.0,58.0,97.0,444.0
9144,26.0,37.0,37.0,1365.0,305.0,704.0,0.433,50.0,156.0,0.321,151.0,186.0,0.812,16.0,111.0,127.0,223.0,56.0,12.0,123.0,84.0,811.0
9145,26.0,21.0,21.0,755.0,145.0,336.0,0.43200000000000005,12.0,45.0,0.267,68.0,89.0,0.764,4.0,69.0,73.0,123.0,29.0,6.0,54.0,52.0,370.0
9146,26.0,58.0,58.0,2120.0,450.0,1040.0,0.433,62.0,201.0,0.308,219.0,275.0,0.7959999999999999,20.0,180.0,200.0,346.0,85.0,18.0,177.0,136.0,1181.0
9147,27.0,82.0,82.0,3076.0,597.0,1436.0,0.41600000000000004,94.0,328.0,0.287,289.0,374.0,0.773,45.0,271.0,316.0,496.0,169.0,36.0,254.0,164.0,1577.0
